trip_id,origin_block_group,origin_tract,origin_county,origin_st_2020,destination_block_group,destination_tract,destination_county,destination_st_2020,mode,trip_purpose,previous_trip_purpose,start_time,end_time,duration_min,distance_mi,vehicle_type,vehicle_fuel_type,transit_submode,transit_agency,transit_route,origin_land_use,origin_building_use,destination_land_use,destination_building_use,user_id,trip_taker_household_id,user_age,trip_taker_sex,trip_taker_race_ethnicity,user_employment,trip_taker_wfh,user_income,trip_taker_commute_mode,trip_taker_household_size,trip_taker_household_income,trip_taker_available_vehicles,trip_taker_resident_type,trip_taker_industry,trip_taker_building_type,trip_taker_school_grade_attending,trip_taker_education,trip_taker_tenure,trip_taker_language,trip_taker_home_bgrp_2020,user_home_tract,trip_taker_home_cty_2020,trip_taker_home_st_2020,trip_taker_work_bgrp_2020,user_work_tract,trip_taker_work_cty_2020,trip_taker_work_st_2020,FM_duration_min,FM_fare_USD,depart_hour,origin_vertiport_id,origin_vertiport_tract,arrival_time_at_dest_vertiport,last_hour,LM_duration_min,dest_vertiport_id,dest_vertiport_tract,LM_fare_USD,MM_duration_min,RAM_IVTT_min,RAM_OVTT_min,RAM_Fare_USD,Driving_IVTT_min,Driving_OVTT_min,Driving_Fare_USD,Income_low,Income_mid,Income_high
10348711135484043585,"1 (Tract 1601, Cook, IL)","1601 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,eat,home,1900-01-01 11:33:00,1900-01-01 14:20:58,167,136.8,unknown_vehicle_type,other_non_bev,,,,multi_family,multi_family,retail,retail,13246586475326944683,15406135670691318145,23.0,female,hispanic_or_latino_origin,employed,in_person,15194.0,private_auto,3.0,98763.0,two,core,naics56,multiple_units,not_attending_school,some_college,renter,spanish,"1 (Tract 1601, Cook, IL)","1601 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,18.90909090909091,27.086028708133973,11,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 13:11:54.545454546,13,7.219512195121951,UIUC1,"3.01 (Champaign, IL)",12.07116948092558,70,96.12860310421286,10,139.15719818905956,167,3.0,82.08,1,0,0
2045274989664370226,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,home,other_activity_type,1900-01-01 01:54:17,1900-01-01 04:20:02,145,150.2,unknown_vehicle_type,unknown_fuel_type,,,,transportation_utilities,transportation_utilities,multi_family,multi_family,6188839165923844312,5307306529210874026,22.0,female,white_not_hispanic_or_latino,employed,in_person,2170.0,auto_passenger,2.0,13023.0,two,core,naics44_45,multiple_units,not_attending_school,some_college,renter,spanish,"1 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 4.01, Champaign, IL)","4.01 (Champaign, IL)","Champaign County, IL",Illinois,23.0,17.015102842918903,1,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 03:37:17.000000000,3,4.8,UIUC1,"3.01 (Champaign, IL)",8.19956626506024,70,97.8,10,125.21466910797915,145,3.0,90.11999999999999,1,0,0
4595717584371638732,"2 (Tract 1303, Cook, IL)","1303 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,social,work,1900-01-01 13:18:00,1900-01-01 16:06:46,168,143.8,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,single_family,single_family,7395962352485383522,2708226423294130186,58.0,female,asian_not_hispanic_or_latino,employed,in_person,69327.0,private_auto,2.0,165671.0,three_plus,core,not_working,single_family,not_attending_school,some_college,owner,asian_pacific,"1 (Tract 8053.01, Cook, IL)","8053.01 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 1303, Cook, IL)","1303 (Cook, IL)","Cook County, IL",Illinois,23.25,32.987352941176475,13,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 15:01:15.000000000,15,3.3684210526315788,UIUC1,"3.01 (Champaign, IL)",7.598303107165504,70,96.61842105263158,10,140.58565604834197,168,3.0,86.28,0,1,0
17134967074696872054,"2 (Tract 631, Cook, IL)","631 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,social,shop,1900-01-01 07:36:00,1900-01-01 10:03:08,147,149.1,unknown_vehicle_type,other_non_bev,,,,mixed_use,retail,single_family,single_family,11907057601563625403,17628797303635432723,63.0,male,white_not_hispanic_or_latino,employed,in_person,152666.0,other_travel_mode,1.0,0.0,unknown_num_vehicles,core,naics62,GQ_structure,not_attending_school,no_school,GQ,GQ_language,"1 (Tract 8082, Cook, IL)","8082 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 207.02, Cook, IL)","207.02 (Cook, IL)","Cook County, IL",Illinois,27.0,36.400000000000006,7,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 09:23:00.000000000,9,4.142857142857143,UIUC1,"3.01 (Champaign, IL)",7.9235662650602405,70,101.14285714285714,10,144.32356626506024,147,3.0,89.46,0,0,1
12600614595693848102,"3 (Tract 203.02, Cook, IL)","203.02 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,home,social,1900-01-01 01:27:21,1900-01-01 03:53:19,145,147.2,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,single_family,single_family,7866211418434800600,3822543124083076837,60.0,female,white_not_hispanic_or_latino,employed,in_person,98532.0,auto_passenger,3.0,101856.0,two,core,naics54,single_family,not_attending_school,advanced_degree,owner,english,"2 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,20.0,29.690769230769234,1,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 03:07:21.000000000,3,4.333333333333333,UIUC1,"3.01 (Champaign, IL)",9.211588785046729,70,94.33333333333333,10,138.90235801581596,145,3.0,88.32,0,1,0
11807738015783938932,"1 (Tract 409, Cook, IL)","409 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 9.02, Champaign, IL)","9.02 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,social,work,1900-01-01 23:37:05,1900-01-01 01:56:27,139,142.6,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,single_family,single_family,8792012667072782942,7612140043108546608,30.0,male,hispanic_or_latino_origin,employed,in_person,9442.0,auto_passenger,4.0,96266.0,one,core,naics722515,single_family,not_attending_school,high_school,renter,spanish,"2 (Tract 1502, Cook, IL)","1502 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 409, Cook, IL)","409 (Cook, IL)","Cook County, IL",Illinois,19.0,32.46122448979592,23,Chicago2_ord,"9800 (Cook, IL)",1900-01-02 01:16:05.000000000,1,7.0,UIUC1,"3.01 (Champaign, IL)",14.53918128654971,70,96.0,10,147.00040577634562,139,3.0,85.55999999999999,1,0,0
2344842235297611036,"2 (Tract 1904.01, Cook, IL)","1904.01 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,social,home,1900-01-01 07:07:00,1900-01-01 09:49:59,162,136.2,unknown_vehicle_type,other_non_bev,,,,single_family,single_family,single_family,single_family,1066792793970363849,16384557376324370065,32.0,female,hispanic_or_latino_origin,employed,in_person,30388.0,private_auto,4.0,181029.0,three_plus,core,naics522110,single_family,not_attending_school,high_school,owner,spanish,"2 (Tract 1904.01, Cook, IL)","1904.01 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 1001, Cook, IL)","1001 (Cook, IL)","Cook County, IL",Illinois,21.0,28.973793103448273,7,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 08:48:00.000000000,8,6.5,UIUC1,"3.01 (Champaign, IL)",11.768974358974358,70,97.5,10,140.74276746242262,162,3.0,81.71999999999998,1,0,0
3100999031411855280,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,home,eat,1900-01-01 11:24:00,1900-01-01 14:15:10,171,145.6,unknown_vehicle_type,other_non_bev,,,,retail,retail,multi_family,multi_family,10841750020772162192,12824417753251666075,21.0,female,hispanic_or_latino_origin,employed,in_person,20168.0,biking,3.0,23791.0,one,core,naics722410,several_units,undergraduate,some_college,renter,spanish,"2 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,21.22671568627451,16.270323431154196,11,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 13:05:13.602941178,13,3.5,UIUC1,"3.01 (Champaign, IL)",7.653566265060241,70,94.7267156862745,10,123.92388969621443,171,3.0,87.36,1,0,0
4165313402016892676,"3 (Tract 1301, Cook, IL)","1301 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,shop,work,1900-01-01 13:19:00,1900-01-01 16:01:59,162,145.3,unknown_vehicle_type,unknown_fuel_type,,,,education,education,mixed_use,retail,10372022427253629291,13719199706242822415,65.0,female,two_races_not_hispanic_or_latino,employed,in_person,14273.0,auto_passenger,2.0,17943.0,two,core,naics62,single_family,not_attending_school,bachelors_degree,owner,asian_pacific,"2 (Tract 8053.01, Cook, IL)","8053.01 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 1301, Cook, IL)","1301 (Cook, IL)","Cook County, IL",Illinois,20.5,31.1852,13,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 14:59:30.000000000,14,3.863636363636364,UIUC1,"3.01 (Champaign, IL)",7.806293537787513,70,94.36363636363636,10,138.99149353778753,162,3.0,87.18,1,0,0
11684731720590980419,"3 (Tract 1301, Cook, IL)","1301 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,maintenance,work,1900-01-01 13:07:00,1900-01-01 15:46:47,159,145.3,unknown_vehicle_type,unknown_fuel_type,,,,education,education,mixed_use,civic_institutional,6883928889808548578,14722007760307100561,37.0,female,white_not_hispanic_or_latino,employed,in_person,102008.0,auto_passenger,3.0,365143.0,two,core,naics61,single_family,not_attending_school,advanced_degree,owner,english,"2 (Tract 8053.01, Cook, IL)","8053.01 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 1301, Cook, IL)","1301 (Cook, IL)","Cook County, IL",Illinois,20.5,31.1852,13,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 14:47:30.000000000,14,3.863636363636364,UIUC1,"3.01 (Champaign, IL)",7.806293537787513,70,94.36363636363636,10,138.99149353778753,159,3.0,87.18,0,1,0
14613472864404869646,"3 (Tract 1301, Cook, IL)","1301 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,eat,work,1900-01-01 09:27:00,1900-01-01 12:04:00,157,145.6,unknown_vehicle_type,unknown_fuel_type,,,,education,education,retail,retail,18302558327450942867,13256758306009080486,46.0,female,asian_not_hispanic_or_latino,employed,in_person,108530.0,auto_passenger,9.0,156827.0,two,core,naics62,single_family,not_attending_school,advanced_degree,owner,asian_pacific,"2 (Tract 8053.01, Cook, IL)","8053.01 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 1301, Cook, IL)","1301 (Cook, IL)","Cook County, IL",Illinois,25.0,33.0752,9,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 11:12:00.000000000,11,2.7857142857142856,UIUC1,"3.01 (Champaign, IL)",6.99,70,97.78571428571429,10,140.0652,157,3.0,87.36,0,1,0
7098752328889810038,"3 (Tract 1301, Cook, IL)","1301 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,maintenance,work,1900-01-01 13:29:00,1900-01-01 16:11:26,162,145.5,unknown_vehicle_type,unknown_fuel_type,,,,education,education,mixed_use,office,4769831615807112854,16502529993359336624,27.0,male,asian_not_hispanic_or_latino,employed,in_person,30585.0,auto_passenger,3.0,263035.0,three_plus,core,naics62,single_family,not_attending_school,bachelors_degree,owner,asian_pacific,"2 (Tract 8053.01, Cook, IL)","8053.01 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 1301, Cook, IL)","1301 (Cook, IL)","Cook County, IL",Illinois,20.5,31.1852,13,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 15:09:30.000000000,15,3.3684210526315788,UIUC1,"3.01 (Champaign, IL)",7.598303107165504,70,93.86842105263158,10,138.7835031071655,162,3.0,87.3,1,0,0
2763638498865328177,"5 (Tract 8318, Cook, IL)","8318 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,eat,work,1900-01-01 09:24:00,1900-01-01 11:59:39,155,145.2,unknown_vehicle_type,other_non_bev,,,,education,education,retail,retail,9186661517270091463,17174834459095233294,46.0,female,asian_not_hispanic_or_latino,employed,in_person,78501.0,private_auto,3.0,175118.0,two,core,naics624410,single_family,not_attending_school,bachelors_degree,owner,asian_pacific,"2 (Tract 8053.02, Cook, IL)","8053.02 (Cook, IL)","Cook County, IL",Illinois,"5 (Tract 8318, Cook, IL)","8318 (Cook, IL)","Cook County, IL",Illinois,21.0,31.38847457627119,9,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 11:05:00.000000000,11,2.7857142857142856,UIUC1,"3.01 (Champaign, IL)",6.99,70,93.78571428571429,10,138.3784745762712,155,3.0,87.11999999999999,0,1,0
699415056136168886,"1 (Tract 1301, Cook, IL)","1301 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,maintenance,work,1900-01-01 11:48:00,1900-01-01 14:35:14,167,144.9,unknown_vehicle_type,unknown_fuel_type,,,,education,education,mixed_use,office,17345916254659914037,2321607710023081310,41.0,female,black_not_hispanic_or_latino,employed,in_person,5643.0,other_travel_mode,5.0,190145.0,two,core,naics62,single_family,not_attending_school,bachelors_degree,owner,other,"2 (Tract 8053.02, Cook, IL)","8053.02 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 1301, Cook, IL)","1301 (Cook, IL)","Cook County, IL",Illinois,19.5,30.7652,11,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 13:27:30.000000000,13,3.5,UIUC1,"3.01 (Champaign, IL)",7.653566265060241,70,93.0,10,138.41876626506024,167,3.0,86.94,1,0,0
10683838695448866074,"1 (Tract 208.02, Cook, IL)","208.02 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,eat,work,1900-01-01 09:02:00,1900-01-01 11:39:06,157,155.0,unknown_vehicle_type,other_non_bev,,,,civic_institutional,civic_institutional,retail,retail,9915888354250077469,15511816116250269589,36.0,male,asian_not_hispanic_or_latino,employed,in_person,134465.0,private_auto,4.0,143738.0,two,core,naics62,single_family,graduate,bachelors_degree,owner,asian_pacific,"2 (Tract 8053.02, Cook, IL)","8053.02 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 208.02, Cook, IL)","208.02 (Cook, IL)","Cook County, IL",Illinois,23.5,33.59702702702703,9,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 10:45:30.000000000,10,2.210526315789474,UIUC1,"3.01 (Champaign, IL)",6.7484210526315795,70,95.71052631578948,10,140.3454480796586,157,3.0,93.0,0,1,0
11944002223931959372,"1 (Tract 1612, Cook, IL)","1612 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 9.02, Champaign, IL)","9.02 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,work,social,1900-01-01 13:34:00,1900-01-01 16:11:40,157,140.2,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,agriculture,agriculture,17484227974992968447,5267970810938698477,37.0,female,white_not_hispanic_or_latino,employed,in_person,54265.0,private_auto,5.0,130236.0,two,core,naics11,single_family,not_attending_school,some_college,owner,english,"2 (Tract 9508, Iroquois, IL)","9508 (Iroquois, IL)","Iroquois County, IL",Illinois,"1 (Tract 9.02, Champaign, IL)","9.02 (Champaign, IL)","Champaign County, IL",Illinois,18.0,28.040000000000003,13,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 15:12:00.000000000,15,10.565217391304348,UIUC1,"3.01 (Champaign, IL)",16.036572590897535,70,98.56521739130434,10,144.0765725908975,157,3.0,84.11999999999999,0,1,0
6834461798918472824,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,home,social,1900-01-01 20:52:29,1900-01-01 23:38:00,165,148.0,unknown_vehicle_type,other_non_bev,,,,retail,retail,single_family,single_family,3189012470179292757,10607287093962420784,35.0,female,white_not_hispanic_or_latino,employed,in_person,68854.0,private_auto,6.0,322902.0,two,core,naics622110,single_family,not_attending_school,bachelors_degree,owner,english,"3 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,21.420289855072465,16.35162458204934,20,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 22:33:54.217391306,22,2.5,UIUC1,"3.01 (Champaign, IL)",6.87,70,93.92028985507247,10,123.22162458204934,165,3.0,88.8,0,1,0
583550013603676786,"7 (Tract 1503, Cook, IL)","1503 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,shop,work,1900-01-01 12:29:00,1900-01-01 14:52:46,143,142.5,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,retail,retail,10851348481693388242,5353682293940303044,33.0,male,hispanic_or_latino_origin,employed,in_person,28648.0,public_transit,4.0,28648.0,one,core,naics56,single_family,not_attending_school,k_12,renter,spanish,"3 (Tract 1906.02, Cook, IL)","1906.02 (Cook, IL)","Cook County, IL",Illinois,"7 (Tract 1503, Cook, IL)","1503 (Cook, IL)","Cook County, IL",Illinois,17.25,26.14833333333333,12,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 14:06:15.000000000,14,7.428571428571429,UIUC1,"3.01 (Champaign, IL)",12.158974358974358,70,94.67857142857143,10,138.3073076923077,143,3.0,85.5,1,0,0
11063322392889239364,"1 (Tract 1601, Cook, IL)","1601 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,shop,shop,1900-01-01 22:11:00,1900-01-01 00:26:27,135,142.1,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,retail,retail,4257611243428951049,3005367974948758486,60.0,male,white_not_hispanic_or_latino,employed,in_person,480791.0,auto_passenger,3.0,514743.0,two,core,naics42,single_family,not_attending_school,bachelors_degree,owner,indo_european,"3 (Tract 8059.02, Cook, IL)","8059.02 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 1601, Cook, IL)","1601 (Cook, IL)","Cook County, IL",Illinois,14.0,25.02421052631579,22,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 23:45:00.000000000,23,9.0,UIUC1,"3.01 (Champaign, IL)",12.818974358974359,70,93.0,10,137.84318488529016,135,3.0,85.25999999999999,0,0,1
12549464182584164554,"3 (Tract 203.02, Cook, IL)","203.02 (Cook, IL)","Cook County, IL",Illinois,"4 (Tract 10, Champaign, IL)","10 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,home,recreation,1900-01-01 01:07:39,1900-01-01 03:33:19,145,145.6,unknown_vehicle_type,electric,,,,mixed_use,non_retail_attraction,single_family,single_family,17009260971640269015,5755398373581252612,54.0,female,black_not_hispanic_or_latino,employed,in_person,29678.0,private_auto,2.0,58169.0,two,core,naics722513,single_family,not_attending_school,bachelors_degree,owner,english,"4 (Tract 10, Champaign, IL)","10 (Champaign, IL)","Champaign County, IL",Illinois,"5 (Tract 12.01, Champaign, IL)","12.01 (Champaign, IL)","Champaign County, IL",Illinois,20.0,29.690769230769234,1,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 02:47:39.000000000,2,5.75,UIUC1,"3.01 (Champaign, IL)",10.813666666666666,70,95.75,10,140.5044358974359,145,3.0,87.36,1,0,0
6092025068275026484,"1 (Tract 1504.01, Cook, IL)","1504.01 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 9.02, Champaign, IL)","9.02 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,social,maintenance,1900-01-01 14:38:00,1900-01-01 17:17:14,159,149.3,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,healthcare,single_family,single_family,5859604295339921710,15610559406257510986,44.0,female,hispanic_or_latino_origin,employed,in_person,3255.0,auto_passenger,4.0,90080.0,three_plus,core,naics61,single_family,not_attending_school,high_school,owner,spanish,"4 (Tract 1502, Cook, IL)","1502 (Cook, IL)","Cook County, IL",Illinois,"5 (Tract 321, Cook, IL)","321 (Cook, IL)","Cook County, IL",Illinois,16.142857142857142,24.62304,14,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 16:14:08.571428574,16,9.833333333333334,UIUC1,"3.01 (Champaign, IL)",15.729181286549707,70,95.97619047619047,10,140.3522212865497,159,3.0,89.58,1,0,0
433438820432177670,"4 (Tract 1710, Cook, IL)","1710 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 56.02, Champaign, IL)","56.02 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,other_activity_type,home,1900-01-01 06:06:00,1900-01-01 08:40:15,154,149.7,unknown_vehicle_type,other_non_bev,,,,mixed_use,multi_family,mixed_use,healthcare,2229276032468705476,16000441287636909303,31.0,male,black_not_hispanic_or_latino,employed,in_person,32559.0,private_auto,3.0,161710.0,two,core,naics54,several_units,not_attending_school,bachelors_degree,renter,english,"4 (Tract 1710, Cook, IL)","1710 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 2819, Cook, IL)","2819 (Cook, IL)","Cook County, IL",Illinois,17.5,25.21923076923077,6,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 07:43:30.000000000,7,8.0,UIUC1,"3.01 (Champaign, IL)",13.838086956521739,70,95.5,10,139.0573177257525,154,3.0,89.82,1,0,0
5404001285592831019,"2 (Tract 8400, DuPage, IL)","8400 (DuPage, IL)","DuPage County, IL",Illinois,"2 (Tract 110.02, Champaign, IL)","110.02 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,shop,work,1900-01-01 11:53:00,1900-01-01 14:21:22,148,145.0,unknown_vehicle_type,unknown_fuel_type,,,,transportation_utilities,transportation_utilities,retail,retail,15446655373478010715,17416211101999713790,29.0,female,black_not_hispanic_or_latino,employed,in_person,48308.0,auto_passenger,6.0,94201.0,one,core,naics48_49,single_family,school,k_12,renter,english,"4 (Tract 4913, Cook, IL)","4913 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 8400, DuPage, IL)","8400 (DuPage, IL)","DuPage County, IL",Illinois,19.0,24.45,11,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 13:32:00.000000000,13,1.84,UIUC1,"3.01 (Champaign, IL)",6.215919266055047,70,90.84,10,130.66591926605506,148,3.0,87.0,0,1,0
13972913083098592708,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 13.02, Champaign, IL)","13.02 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,work,other_activity_type,1900-01-01 09:29:47,1900-01-01 11:59:46,149,156.1,unknown_vehicle_type,other_non_bev,,,,education,education,mixed_use,retail,3354658835657138539,6998618900851809817,27.0,male,asian_not_hispanic_or_latino,employed,in_person,23742.0,private_auto,1.0,23742.0,one,core,naics623110,multiple_units,not_attending_school,advanced_degree,renter,asian_pacific,"4 (Tract 5, Champaign, IL)","5 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 13.02, Champaign, IL)","13.02 (Champaign, IL)","Champaign County, IL",Illinois,22.4282982791587,16.774988120165556,9,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 11:12:12.697896752,11,7.4,UIUC1,"3.01 (Champaign, IL)",12.61131950207469,70,99.8282982791587,10,129.38630762224025,149,3.0,93.66,1,0,0
2958336904130569980,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 4.01, Champaign, IL)","4.01 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,work,other_activity_type,1900-01-01 11:58:00,1900-01-01 14:25:29,147,149.7,unknown_vehicle_type,unknown_fuel_type,,,,transportation_utilities,transportation_utilities,education,education,13515368110537159903,12795241766475090861,33.0,female,white_not_hispanic_or_latino,employed,in_person,109216.0,auto_passenger,3.0,210123.0,one,core,naics61,single_family,not_attending_school,advanced_degree,owner,spanish,"4 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 4.01, Champaign, IL)","4.01 (Champaign, IL)","Champaign County, IL",Illinois,21.22671568627451,16.270323431154196,11,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 13:39:13.602941178,13,1.2195121951219512,UIUC1,"3.01 (Champaign, IL)",5.090503182605649,70,92.44622788139645,10,121.36082661375984,147,3.0,89.82,0,1,0
5049576867719157509,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,recreation,other_activity_type,1900-01-01 09:16:13,1900-01-01 12:03:31,167,148.6,unknown_vehicle_type,other_non_bev,,,,education,education,office,office,7763467100568103800,12693842544993734719,55.0,male,white_not_hispanic_or_latino,employed,in_person,180445.0,walking,2.0,297972.0,two,core,naics61,single_family,not_attending_school,advanced_degree,owner,spanish,"4 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 59.02, Champaign, IL)","59.02 (Champaign, IL)","Champaign County, IL",Illinois,22.4282982791587,16.774988120165556,9,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 10:58:38.697896752,10,2.210526315789474,UIUC1,"3.01 (Champaign, IL)",6.7484210526315795,70,94.63882459494818,10,123.52340917279714,167,3.0,89.16,0,0,1
